TS_Type,ISO3,Country,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,FirstReportedOn,Reported,Change,Change_Percentage,Change_5,Change_Percentage_5,Change_8,Change_Percentage_8,World_Code,World,Continent_Code,Continent,Continental_SubRegion_Code,Continental_SubRegion,Intermediary_Region_Code,Intermediary_Region
CONFIRMED,KWT,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,26,43,45,45,45,56,56,56,58,58,61,64,64,69,72,80,80,104,112,123,130,142,148,159,176,188,189,2020-02-24,189,1,0.53,47,33.1,77,68.75,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,SMR,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,10,16,21,21,23,36,36,51,62,69,80,80,101,109,109,119,119,144,144,175,187,2020-02-27,187,12,6.86,68,57.14,86,85.15,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,SVK,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,7,10,16,32,44,54,63,72,105,123,137,178,185,186,2020-03-06,186,1,0.54,81,77.14,132,244.44,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,LVA,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,6,8,10,10,17,26,30,34,49,71,86,111,124,139,180,2020-03-02,180,41,29.5,109,153.52,150,500.0,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,LTU,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,12,17,25,27,36,49,83,143,179,2020-02-28,179,36,25.17,152,562.96,167,1391.67,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,HUN,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,7,9,9,13,13,19,30,32,39,50,58,73,85,103,131,167,2020-03-04,167,36,27.48,109,187.93,135,421.88,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,URY,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,29,50,79,94,110,158,162,2020-03-14,162,4,2.53,112,224.0,158,3950.0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,CRI,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,9,13,22,23,26,27,35,41,50,69,89,117,134,158,2020-03-06,158,24,17.91,108,216.0,131,485.19,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,13.0,Central America
CONFIRMED,MAR,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,5,6,7,17,28,29,38,49,63,77,96,115,143,2020-03-02,143,28,24.35,94,191.84,115,410.71,1.0,World,2.0,Africa,15.0,Northern Africa,15.0,Northern Africa
CONFIRMED,BIH,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,5,7,11,13,18,24,25,26,38,63,89,93,126,136,2020-03-05,136,10,7.94,98,257.89,112,466.67,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,MKD,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,7,7,7,14,14,14,18,26,35,48,67,85,115,136,2020-02-26,136,21,18.26,101,288.57,122,871.43,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,AND,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,39,39,53,75,88,113,133,2020-03-02,133,20,17.7,94,241.03,132,13200.0,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,JOR,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,17,34,52,69,85,85,112,127,2020-03-03,127,15,13.39,75,144.23,119,1487.5,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,VNM,Vietnam,0,2,2,2,2,2,2,2,2,2,6,6,8,8,8,10,10,13,13,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,30,30,31,38,39,47,53,56,61,66,75,85,91,94,113,123,2020-01-23,123,10,8.85,48,64.0,67,119.64,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,CYP,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,14,26,26,33,46,49,67,67,84,95,116,2020-03-09,116,21,22.11,67,136.73,90,346.15,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,MDA,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,6,12,23,23,30,30,49,66,80,94,109,2020-03-08,109,15,15.96,79,263.33,86,373.91,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,MLT,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,6,12,18,21,30,38,38,53,64,73,90,107,2020-03-07,107,17,18.89,69,181.58,86,409.52,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,ALB,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12,23,33,38,42,51,55,59,64,70,76,89,104,2020-03-09,104,15,16.85,45,76.27,62,147.62,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,NZL,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,5,5,5,5,5,5,5,6,8,8,12,20,28,39,52,102,102,2020-02-28,102,0,0.0,82,410.0,94,1175.0,1.0,World,9.0,Oceania,53.0,Australia and New Zealand,54.0,Melanesia
CONFIRMED,GNQ,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,15,15,20,33,40,64,75,99,2020-03-10,99,24,32.0,79,395.0,96,3200.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,17.0,Middle Africa
CONFIRMED,LKA,Sri Lanka,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,10,18,28,44,51,60,73,77,82,97,2020-01-27,97,15,18.29,46,90.2,79,438.89,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,BRN,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,37,40,50,54,56,68,75,78,83,88,91,2020-03-09,91,3,3.41,23,33.82,41,82.0,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,TUN,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,5,7,7,16,18,18,20,24,29,39,54,60,75,89,2020-03-04,89,14,18.67,60,206.9,71,394.44,1.0,World,2.0,Africa,15.0,Northern Africa,15.0,Northern Africa
CONFIRMED,KHM,Cambodia,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,5,7,7,7,33,35,37,51,53,84,87,2020-01-27,87,3,3.57,52,148.57,80,1142.86,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,BLR,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,6,6,6,6,6,9,9,12,27,27,27,36,36,51,51,69,76,76,81,2020-02-28,81,5,6.58,30,58.82,54,200.0,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,SEN,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,4,4,4,10,10,24,24,26,31,31,38,47,67,79,2020-03-02,79,12,17.91,48,154.84,55,229.17,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,11.0,Western Africa
CONFIRMED,VEN,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,17,33,36,42,42,70,70,77,2020-03-14,77,7,10.0,41,113.89,67,670.0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,UKR,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,7,14,14,16,29,47,73,73,2020-03-03,73,0,0.0,59,421.43,70,2333.33,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,AZE,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,9,9,9,11,11,11,15,15,23,28,28,28,44,44,53,65,72,2020-03-01,72,7,10.77,44,157.14,49,213.04,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,OMN,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,6,6,6,12,15,16,16,16,16,16,18,18,18,19,19,22,22,24,39,48,48,52,55,66,2020-02-24,66,11,20.0,27,69.23,44,200.0,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,KAZ,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,33,35,44,49,53,60,62,2020-03-13,62,2,3.33,27,77.14,53,588.89,1.0,World,142.0,Asia,143.0,Central Asia,143.0,Central Asia
CONFIRMED,GEO,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,4,4,4,13,15,15,24,24,25,30,33,33,34,38,40,43,49,54,61,2020-02-26,61,7,12.96,23,60.53,28,84.85,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,CMR,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,4,10,10,13,20,27,40,56,2020-03-06,56,16,40.0,46,460.0,54,2700.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,17.0,Middle Africa
CONFIRMED,LIE,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,7,28,28,28,37,37,51,2020-03-04,51,14,37.84,23,82.14,47,1175.0,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,TTO,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,7,9,9,49,50,51,2020-03-14,51,1,2.0,44,628.57,49,2450.0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,29.0,Caribbean
CONFIRMED,UZB,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,15,23,33,43,43,46,2020-03-15,46,3,6.98,31,206.67,45,4500.0,1.0,World,142.0,Asia,143.0,Central Asia,143.0,Central Asia
CONFIRMED,AFG,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,7,7,7,11,16,21,22,22,22,24,24,40,40,2020-02-24,40,0,0.0,18,81.82,24,150.0,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,CUB,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,5,7,11,16,21,35,40,2020-03-12,40,5,14.29,33,471.43,36,900.0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,29.0,Caribbean
CONFIRMED,NGA,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,8,8,12,22,30,40,2020-02-28,40,10,33.33,32,400.0,38,1900.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,11.0,Western Africa
CONFIRMED,COG,Congo (Kinshasa),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,4,14,18,23,30,36,2020-03-11,36,6,20.0,32,800.0,34,1700.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,17.0,Middle Africa
CONFIRMED,MUS,Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,14,28,36,2020-03-18,36,8,28.57,33,1100.0,36,3600,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
CONFIRMED,RWA,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,8,8,17,17,19,36,2020-03-14,36,17,89.47,28,350.0,35,3500.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
CONFIRMED,BGD,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,5,8,10,14,17,20,25,27,33,2020-03-08,33,6,22.22,19,135.71,28,560.0,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,HND,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,6,8,9,12,24,24,26,30,2020-03-11,30,4,15.38,21,233.33,27,900.0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,13.0,Central America
CONFIRMED,BOL,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,10,10,11,11,12,12,15,19,24,27,2020-03-11,27,3,12.5,15,125.0,17,170.0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,GHA,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,7,11,16,19,23,27,2020-03-14,27,4,17.39,20,285.71,21,350.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,11.0,Western Africa
CONFIRMED,MNE,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,14,14,21,27,2020-03-17,27,6,28.57,25,1250.0,27,2700,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,CIV,Ivory Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,6,9,9,14,14,25,2020-03-11,25,11,78.57,19,316.67,24,2400.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,11.0,Western Africa
CONFIRMED,MCO,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7,7,7,7,11,11,23,23,2020-02-29,23,0,0.0,16,228.57,21,1050.0,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,PRY,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,6,6,6,8,9,11,11,13,18,22,22,2020-03-08,22,0,0.0,11,100.0,16,266.67,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,GTM,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,6,9,12,17,19,20,2020-03-14,20,1,5.26,14,233.33,19,1900.0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,13.0,Central America
CONFIRMED,GUY,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,7,7,7,7,7,19,20,2020-03-12,20,1,5.26,13,185.71,16,400.0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,JAM,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,8,10,10,12,13,15,16,16,19,19,2020-03-11,19,0,0.0,6,46.15,9,90.0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,29.0,Caribbean
CONFIRMED,TGO,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,16,16,18,2020-03-06,18,2,12.5,17,1700.0,17,1700.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,11.0,Western Africa
CONFIRMED,BRB,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,6,14,17,2020-03-17,17,3,21.43,15,750.0,17,1700,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,29.0,Caribbean
CONFIRMED,KEN,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,7,7,7,15,16,2020-03-13,16,1,6.67,13,433.33,13,433.33,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
CONFIRMED,KGZ,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,14,14,16,2020-03-18,16,2,14.29,13,433.33,16,1600,1.0,World,142.0,Asia,143.0,Central Asia,143.0,Central Asia
CONFIRMED,MDV,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,8,9,10,13,13,13,13,13,13,13,13,13,2020-03-08,13,0,0.0,0,0.0,0,0.0,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,MDG,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,2020-03-20,12,9,300.0,12,1200,12,1200,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
CONFIRMED,TZA,Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,6,12,12,2020-03-16,12,0,0.0,9,300.0,12,1200,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
CONFIRMED,ETH,Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,6,6,9,9,11,11,2020-03-13,11,0,0.0,5,83.33,10,1000.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
CONFIRMED,MNG,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,6,6,6,10,10,10,2020-03-10,10,0,0.0,4,66.67,9,900.0,1.0,World,142.0,Asia,30.0,Eastern Asia,30.0,Eastern Asia
CONFIRMED,GNQ,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,6,6,6,9,2020-03-15,9,3,50.0,5,125.0,8,800.0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,17.0,Middle Africa
CONFIRMED,UGA,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2020-03-21,9,8,800.0,9,900,9,900,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
